event_type,event_timestamp,example_number,prompt_tokens,completion_tokens,total_tokens,llm_name,tool_name,function_name,function_id,parent_function_name,parent_function_id,UUID,framework,NOVA-Event-ID,NOVA-Requests-Remaining-In-Event,NOVA-Time-To-Next-Event,NOVA-Time-To-Event-End,NOVA-Predicted-OSL,NOVA-Time-To-Session-End
LLM_START,1783252717.9600449,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,e7c1a833-5198-45cf-b2d9-9cdbf919d91c,,<workflow>,10.0,9010.5459690094,91236.76800727844,394.0,97397.60661125183
LLM_END,1783252726.9702225,0,506,394,900,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,e7c1a833-5198-45cf-b2d9-9cdbf919d91c,,<workflow>,10.0,0.36835670471191406,82226.59039497375,,88387.42899894714
LLM_START,1783252726.9705908,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,9680a988-2f19-414d-9945-ff797ae1bdc8,,<workflow>,9.0,5612.661838531494,82226.22203826904,320.0,88387.06064224243
LLM_END,1783252732.5827992,0,474,320,794,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,9680a988-2f19-414d-9945-ff797ae1bdc8,,<workflow>,9.0,0.4534721374511719,76614.013671875,,82774.85227584839
LLM_START,1783252732.5832527,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,445cc160-d0fb-4b80-a1b7-2b200768e878,,<workflow>,8.0,5241.287469863892,76613.56019973755,208.0,82774.39880371094
LLM_END,1783252737.8241663,0,343,208,551,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,445cc160-d0fb-4b80-a1b7-2b200768e878,,<workflow>,8.0,0.37384033203125,71372.64657020569,,77533.48517417908
LLM_START,1783252737.8245401,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,f697a239-4533-4844-8921-c02c864c3e69,,<workflow>,7.0,5426.754951477051,71372.27272987366,224.0,77533.11133384705
LLM_END,1783252743.2507882,0,387,224,611,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,f697a239-4533-4844-8921-c02c864c3e69,,<workflow>,7.0,0.5068778991699219,65946.02465629578,,72106.86326026917
LLM_START,1783252743.251295,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,8033d4ce-b93c-480d-a122-8fffaf2ff7bb,,<workflow>,6.0,3929.7120571136475,65945.5177783966,212.0,72106.35638237
LLM_END,1783252747.1806304,0,376,212,588,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,8033d4ce-b93c-480d-a122-8fffaf2ff7bb,,<workflow>,6.0,0.37670135498046875,62016.18242263794,,68177.02102661133
LLM_START,1783252747.1810071,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,108ed95c-031b-4821-b3d1-7099c61e8354,,<workflow>,5.0,5183.774471282959,62015.80572128296,282.0,68176.64432525635
LLM_END,1783252752.3643916,0,414,282,696,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,108ed95c-031b-4821-b3d1-7099c61e8354,,<workflow>,5.0,0.39005279541015625,56832.42130279541,,62993.2599067688
LLM_START,1783252752.3647816,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,b1a85a47-2af6-49bf-a439-3253ebd34532,,<workflow>,4.0,7475.705623626709,56832.03125,310.0,62992.86985397339
LLM_END,1783252759.840009,0,439,310,749,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,b1a85a47-2af6-49bf-a439-3253ebd34532,,<workflow>,4.0,0.4782676696777344,49356.80389404297,,55517.64249801636
LLM_START,1783252759.8404872,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,59b34acb-2611-46d4-b5ff-b330169fcf26,,<workflow>,3.0,34408.42247009277,49356.32562637329,1572.0,55517.16423034668
LLM_END,1783252794.2484639,0,324,1572,1896,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,59b34acb-2611-46d4-b5ff-b330169fcf26,,<workflow>,3.0,0.4458427429199219,14948.348999023438,,21109.187602996826
LLM_START,1783252794.2489097,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,fb4ecd89-3d09-41d2-925a-912af895f0d4,,<workflow>,2.0,11159.099102020264,14947.903156280518,505.0,21108.741760253906
LLM_END,1783252805.4076285,0,374,505,879,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,fb4ecd89-3d09-41d2-925a-912af895f0d4,,<workflow>,2.0,0.3802776336669922,3789.184331893921,,9950.02293586731
LLM_START,1783252805.4080088,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,6f7e1fc3-1825-44b0-8d1a-e3a70dcce913,,<workflow>,1.0,3788.804054260254,3788.804054260254,215.0,9949.642658233643
LLM_END,1783252809.1964474,0,329,215,544,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,6f7e1fc3-1825-44b0-8d1a-e3a70dcce913,,<workflow>,1.0,0.3654956817626953,0.3654956817626953,,6161.204099655151
LLM_START,1783252809.1968129,0,0,0,0,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,8ad8c00c-efba-4a96-bd61-b92ddd4a873f,,<workflow>,0.0,-1.0,-1.0,290.0,6160.838603973389
LLM_END,1783252815.3559463,0,378,290,668,nvidia/nvidia-nemotron-nano-9b-v2,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,8ad8c00c-efba-4a96-bd61-b92ddd4a873f,,<workflow>,0.0,-1.0,-1.0,,1.705169677734375
FUNCTION_END,1783252815.3576028,0,0,0,0,,,<workflow>,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,root,root,a320ac14-0f34-4f4e-b83e-1c9a9bc1f095,,<workflow>,0.0,-1.0,-1.0,,0.04863739013671875
WORKFLOW_END,1783252815.3576515,0,0,0,0,,,root,root,,,cfc44582-7767-48d4-9c5b-10bf3f575c0e,,root,-1.0,-1.0,-1.0,,0.0
